Year	Group	Value
22	G_6	0
22	G_60	0.0852713178294574
22	G_7	0.062015503875969
22	G_8	0.0325581395348837
22	G_9	0.0868217054263566
23	G_1	0
23	G_10	0
23	G_11	0
23	G_12	0.0539419087136929
23	G_13	0.0567081604426003
23	G_14	0.0788381742738589
23	G_15	0.0428769017980636
23	G_16	0
23	G_17	0.0304287690179806
23	G_18	0
23	G_19	0
23	G_2	0
23	G_20	0.0179806362378976
23	G_21	0
23	G_22	0
23	G_23	0
23	G_24	0.0318118948824343
23	G_25	0
23	G_26	0.037344398340249
23	G_27	0.00691562932226833
23	G_28	0
23	G_29	0
23	G_3	0
23	G_30	0
23	G_31	0.0829875518672199
23	G_32	0.04149377593361
23	G_33	0
23	G_34	0.033195020746888
23	G_35	0
23	G_36	0
23	G_37	0
23	G_38	0
23	G_39	0
23	G_4	0.0110650069156293
23	G_40	0
23	G_41	0.00829875518672199
23	G_42	0.0705394190871369
23	G_43	0
23	G_44	0
23	G_45	0
23	G_46	0
23	G_47	0
23	G_48	0
23	G_49	0
23	G_5	0.0816044260027663
23	G_50	0
23	G_51	0
23	G_52	0.0359612724757953
23	G_53	0.0774550484094053
23	G_54	0
23	G_55	0.0235131396957123
23	G_56	0
23	G_57	0
23	G_58	0
23	G_59	0.0608575380359613
23	G_6	0
23	G_60	0.0442600276625173
23	G_7	0
23	G_8	0
23	G_9	0.0719225449515906
24	G_1	0
24	G_10	0.00716332378223496
24	G_11	0
24	G_12	0
24	G_13	0.0802292263610315
24	G_14	0
24	G_15	0.0845272206303725
24	G_16	0.0816618911174785
24	G_17	0
24	G_18	0
24	G_19	0
24	G_2	0.00859598853868195
24	G_20	0.0358166189111748
24	G_21	0
24	G_22	0.0186246418338109
24	G_23	0
24	G_24	0
24	G_25	0
24	G_26	0.0200573065902579
24	G_27	0
24	G_28	0.0372492836676218
24	G_29	0.0171919770773639
24	G_3	0.0501432664756447
24	G_30	0
24	G_31	0
24	G_32	0
24	G_33	0
24	G_34	0.0429799426934097
24	G_35	0
24	G_36	0
24	G_37	0
24	G_38	0
24	G_39	0.00573065902578797
24	G_4	0
24	G_40	0
24	G_41	0.0630372492836676
24	G_42	0
24	G_43	0.0644699140401146
24	G_44	0
24	G_45	0
24	G_46	0
24	G_47	0.0286532951289398
24	G_48	0
24	G_49	0
24	G_5	0.0214899713467049
24	G_50	0
24	G_51	0.0157593123209169
24	G_52	0.0659025787965616
24	G_53	0
24	G_54	0.0587392550143266
24	G_55	0
24	G_56	0.0558739255014327
24	G_57	0
24	G_58	0.0744985673352436
24	G_59	0
24	G_6	0.0601719197707736
24	G_60	0
24	G_7	0.00143266475644699
24	G_8	0
24	G_9	0
25	G_1	0
25	G_10	0
25	G_11	0
25	G_12	0.0701219512195122
25	G_13	0.0731707317073171
25	G_14	0
25	G_15	0
25	G_16	0
25	G_17	0.0746951219512195
25	G_18	0
25	G_19	0
25	G_2	0
25	G_20	0.0320121951219512
25	G_21	0.0625
25	G_22	0.0350609756097561
25	G_23	0
25	G_24	0.00762195121951219
25	G_25	0
25	G_26	0
25	G_27	0
25	G_28	0
25	G_29	0.0259146341463415
25	G_3	0.0548780487804878
25	G_30	0.0518292682926829
25	G_31	0
25	G_32	0
25	G_33	0
25	G_34	0.00609756097560976
25	G_35	0.0289634146341463
25	G_36	0.0564024390243902
25	G_37	0
25	G_38	0.0335365853658537
25	G_39	0.0213414634146341
25	G_4	0
25	G_40	0.0777439024390244
25	G_41	0.0198170731707317
25	G_42	0
25	G_43	0
25	G_44	0
25	G_45	0
25	G_46	0
25	G_47	0
25	G_48	0.0884146341463415
25	G_49	0.0152439024390244
25	G_5	0
25	G_50	0
25	G_51	0
25	G_52	0
25	G_53	0
25	G_54	0.0685975609756098
25	G_55	0.0792682926829268
25	G_56	0
25	G_57	0
25	G_58	0.0167682926829268
25	G_59	0
25	G_6	0
25	G_60	0
25	G_7	0
25	G_8	0
25	G_9	0
26	G_1	0
26	G_10	0.0866666666666667
26	G_11	0
26	G_12	0.0966666666666667
26	G_13	0.07
26	G_14	0
26	G_15	0
26	G_16	0
26	G_17	0.0816666666666667
26	G_18	0
26	G_19	0
26	G_2	0
26	G_20	0.00833333333333333
26	G_21	0
26	G_22	0
26	G_23	0
26	G_24	0
26	G_25	0.0916666666666667
26	G_26	0
26	G_27	0
26	G_28	0.015
26	G_29	0
26	G_3	0
26	G_30	0
26	G_31	0
26	G_32	0
26	G_33	0
26	G_34	0
26	G_35	0
26	G_36	0.00333333333333333
26	G_37	0.0116666666666667
26	G_38	0
26	G_39	0
26	G_4	0
26	G_40	0.00166666666666667
26	G_41	0.0633333333333333
26	G_42	0
26	G_43	0.0766666666666667
26	G_44	0
26	G_45	0.0516666666666667
26	G_46	0.095
26	G_47	0.09
26	G_48	0
26	G_49	0
26	G_5	0
26	G_50	0.03
26	G_51	0
26	G_52	0
26	G_53	0
26	G_54	0
26	G_55	0
26	G_56	0.0133333333333333
26	G_57	0
26	G_58	0
26	G_59	0.055
26	G_6	0
26	G_60	0.0583333333333333
26	G_7	0
26	G_8	0
26	G_9	0
27	G_1	0
27	G_10	0.0576923076923077
27	G_11	0
27	G_12	0.0532544378698225
27	G_13	0.0473372781065089
27	G_14	0.0428994082840237
27	G_15	0.0310650887573964
27	G_16	0
27	G_17	0
27	G_18	0
27	G_19	0
27	G_2	0.0843195266272189
27	G_20	0.0281065088757396
27	G_21	0
27	G_22	0
27	G_23	0
27	G_24	0
27	G_25	0
27	G_26	0.0251479289940828
27	G_27	0
27	G_28	0.0118343195266272
27	G_29	0.0813609467455621
27	G_3	0
27	G_30	0
27	G_31	0
27	G_32	0.0162721893491124
27	G_33	0.0547337278106509
27	G_34	0
27	G_35	0.0724852071005917
27	G_36	0.0710059171597633
27	G_37	0
27	G_38	0
27	G_39	0
27	G_4	0
27	G_40	0
27	G_41	0.0650887573964497
27	G_42	0
27	G_43	0
27	G_44	0
27	G_45	0
27	G_46	0
27	G_47	0
27	G_48	0
27	G_49	0.0828402366863905
27	G_5	0
27	G_50	0
27	G_51	0
27	G_52	0
27	G_53	0
27	G_54	0.0695266272189349
27	G_55	0.0133136094674556
27	G_56	0.0517751479289941
27	G_57	0.029585798816568
27	G_58	0
27	G_59	0
27	G_6	0
27	G_60	0.0103550295857988
27	G_7	0
27	G_8	0
27	G_9	0
28	G_1	0
28	G_10	0
28	G_11	0
28	G_12	0
28	G_13	0.0126582278481013
28	G_14	0
28	G_15	0
28	G_16	0
28	G_17	0
28	G_18	0
28	G_19	0
28	G_2	0
28	G_20	0.0661040787623066
28	G_21	0.0070323488045007
28	G_22	0
28	G_23	0.0773558368495077
28	G_24	0.0464135021097046
28	G_25	0
28	G_26	0
28	G_27	0
28	G_28	0
28	G_29	0
28	G_3	0.060478199718706
28	G_30	0.0239099859353024
28	G_31	0.0309423347398031
28	G_32	0.0407876230661041
28	G_33	0
28	G_34	0.0618846694796062
28	G_35	0
28	G_36	0.0182841068917018
28	G_37	0
28	G_38	0
28	G_39	0
28	G_4	0
28	G_40	0.0759493670886076
28	G_41	0
28	G_42	0
28	G_43	0.00281293952180028
28	G_44	0.00421940928270042
28	G_45	0.0843881856540084
28	G_46	0
28	G_47	0
28	G_48	0
28	G_49	0
28	G_5	0.0267229254571027
28	G_50	0.0112517580872011
28	G_51	0
28	G_52	0
28	G_53	0.0520393811533052
28	G_54	0
28	G_55	0.019690576652602
28	G_56	0
28	G_57	0.0154711673699015
28	G_58	0.00562587904360056
28	G_59	0
28	G_6	0.0506329113924051
28	G_60	0
28	G_7	0.0646976090014065
28	G_8	0.0829817158931083
28	G_9	0.0576652601969058
29	G_1	0
29	G_10	0
29	G_11	0
29	G_12	0
29	G_13	0
29	G_14	0
29	G_15	0
29	G_16	0
29	G_17	0
29	G_18	0
29	G_19	0.083495145631068
29	G_2	0.0174757281553398
29	G_20	0.0330097087378641
29	G_21	0
29	G_22	0
29	G_23	0
29	G_24	0
29	G_25	0
29	G_26	0.0970873786407767
29	G_27	0.0640776699029126
29	G_28	0.054368932038835
29	G_29	0
29	G_3	0
29	G_30	0
29	G_31	0.0951456310679612
29	G_32	0
29	G_33	0
29	G_34	0.0718446601941748
29	G_35	0
29	G_36	0.0854368932038835
29	G_37	0
29	G_38	0
29	G_39	0.0504854368932039
29	G_4	0.0737864077669903
29	G_40	0
29	G_41	0
29	G_42	0
29	G_43	0.087378640776699
29	G_44	0
29	G_45	0.0776699029126214
29	G_46	0
29	G_47	0
29	G_48	0
29	G_49	0.00970873786407767
29	G_5	0
29	G_50	0
29	G_51	0
29	G_52	0
29	G_53	0
29	G_54	0
29	G_55	0
29	G_56	0
29	G_57	0
29	G_58	0.0990291262135922
29	G_59	0
29	G_6	0
29	G_60	0
29	G_7	0
29	G_8	0
29	G_9	0
30	G_1	0
30	G_10	0
30	G_11	0
30	G_12	0.012396694214876
30	G_13	0
30	G_14	0.0151515151515152
30	G_15	0
30	G_16	0
30	G_17	0
30	G_18	0.059228650137741
30	G_19	0
30	G_2	0
30	G_20	0
30	G_21	0
30	G_22	0
30	G_23	0
30	G_24	0.0647382920110193
30	G_25	0.0633608815426997
30	G_26	0
30	G_27	0
30	G_28	0
30	G_29	0.0316804407713499
30	G_3	0.0578512396694215
30	G_30	0.0482093663911846
30	G_31	0.0220385674931129
30	G_32	0.0826446280991736
30	G_33	0
30	G_34	0.034435261707989
30	G_35	0
30	G_36	0
30	G_37	0
30	G_38	0
30	G_39	0.081267217630854
30	G_4	0.0385674931129477
30	G_40	0
30	G_41	0
30	G_42	0.0564738292011019
30	G_43	0
30	G_44	0
30	G_45	0
30	G_46	0.00550964187327824
30	G_47	0
30	G_48	0.0413223140495868
30	G_49	0
30	G_5	0
30	G_50	0
30	G_51	0.0110192837465565
30	G_52	0.0757575757575758
30	G_53	0
30	G_54	0.0068870523415978
30	G_55	0.0358126721763085
30	G_56	0.0440771349862259
30	G_57	0
30	G_58	0.0206611570247934
30	G_59	0
30	G_6	0
30	G_60	0
30	G_7	0.0619834710743802
30	G_8	0.0289256198347107
30	G_9	0
